__Server,DNS Name,Función,IP Address,Soporte OS,Soporte Aplicaciones
S460-CCTV05,S460-CCTV05.reservas.brrd.com,Solucion de CCTV SSM sistema de camara Seguridad fisica,172.22.5.25,GSSD - Aplicaciones,Seguridad Fisica
S460-CCTV06,S460-CCTV06.reservas.brrd.com,Solucion de CCTV SSM sistema de camara Seguridad fisica,172.22.5.26,GSSD - Aplicaciones,Seguridad Fisica
S460-CDNECC01,S460-CDNECC01,Estados de Cuentas CDN Front End nodo 1,10.0.99.170,GSSD - Web,GSSD - Web
S460-CDNECC02,S460-CDNECC02,Estados de Cuentas CDN Repositorio ,10.0.81.23,GSSD - Web,GSSD - Web
S460-CGBAPP,S460-CGBAPP.reservas.brrd.com,Garantias Bancarias App Server,172.22.43.165,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-ChequeApp1,S460-ChequeApp1.reservas.brrd.com,Aplicaciones Cheques,172.22.47.160,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-ChequeAPP2,S460-ChequeApp2.reservas.brrd.com,Aplicaciones Cheques,172.22.47.139,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CIIUDB01,s460-ciiudb01.reservas.brrd.com,CIIU Base de Datos Nodo 1,172.22.44.110,GSSD - Aplicaciones,DBA SQL
S460-CIMWEBEXT,S460-CIMWEBEXT.extranet.brrd.com,Servidor Chat Externo (Redes),10.0.99.162,GSSD - Web,GSSD - Web
S460-CISCATAPP,S460-CISCATAPP.reservas.brrd.com,"Aplicativo SIS-CAT.  Aplicacion administrada por la gerencia ""Estandares de Ciberseguridad.""",172.22.44.182,GSSD - Aplicaciones,Ciberseguridad
S460-CISCATDB,S460-CISCATDB.reservas.brrd.com,"Base de datos del aplicativo SIS-CAT. Aplicacion administrada por la gerencia ""Estandares de Ciberseguridad.""",172.22.44.185,GSSD - Aplicaciones,Ciberseguridad
s460-cisutils01,s460-cisutils01.reservas.brrd.com,Utilitarios CIS - Ciberseguridad,172.22.61.157,GSSD - Aplicaciones,Ciberseguridad
S460-CitasApp1,S460-CitasAPP1.extranet.brrd.com,EFlow,10.0.81.153,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CitasDB1,S460-CitasDB1.extranet.brrd.com,EFlow,10.0.80.161,GSSD - Aplicaciones,DBA SQL
S460-CitasDB2,S460-CitasDB2.extranet.brrd.com,EFlow,10.0.80.162,GSSD - Aplicaciones,DBA SQL
S460-CitasWeb1,S460-CitasWEB1.extranet.brrd.com,EFlow,10.0.99.71,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CitasWeb2,S460-CitasWEB2.extranet.brrd.com,EFlow,10.0.99.72,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CitrixDir1,S460-CitrixDir1.reservas.brrd.com,Citrix XenApp Director Nodo 1,172.22.49.231,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CitrixDir2,S460-CitrixDir2.reservas.brrd.com,Citrix XenApp Director Nodo 2,172.22.49.232,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-ClearCase,S460-CLEARCASE.reservas.brrd.com,Clear Case,172.22.43.100,GSSD - Aplicaciones,Gestion de la Demanda
S460-ClearQDB1,S460-ClearQDB1.reservas.brrd.com,Clear Case Clear Quest DB Server,172.22.47.115,GSSD - Aplicaciones,DBA SQL
S460-ClearQuest,S460-CLEARQUEST.reservas.brrd.com,Clear Quest,172.22.43.99,GSSD - Aplicaciones,Gestion de la Demanda
S460-CLSQL01,S460-clsql01.reservas.brrd.com,Base de Datos SQL multiples aplicaciones,172.22.44.56,GSSD - Aplicaciones,DBA SQL
S460-CLSQL02,S460-clsql02.reservas.brrd.com,Base de Datos SQL multiples aplicaciones,172.22.44.57,GSSD - Aplicaciones,DBA SQL
S460-CLSQL03,s460-clsql03.reservas.brrd.com,Base de Datos SQL multiples aplicaciones,172.22.44.63,GSSD - Aplicaciones,DBA SQL
S460-CLSQL04,S460-CLSQL04.reservas.brrd.com,Base de Datos SQL multiples aplicaciones,172.22.44.64,GSSD - Aplicaciones,DBA SQL
S460-CMAPP,S460-CMAPP.reservas.brrd.com,ALDON - Community Manager App Server ,172.22.44.103,GSSD - Aplicaciones,Control de Versiones
S460-CMRep,S460-CMRep.reservas.brrd.com,ALDON - Community Manager Reporting,172.22.44.104,GSSD - Aplicaciones,Control de Versiones
S460-CMSDB01,0,Pagina Web Banco CMS DB Nodo 1,10.0.81.41,GSSD - Aplicaciones,DBA Oracle
S460-CMSDB02,0,Pagina Web Banco CMS DB Nodo 2,10.0.81.42,GSSD - Aplicaciones,DBA Oracle
S460-CMSDB03,0,CMS Sitio Web Banreservas DB nodo 3,10.0.81.43,GSSD - Aplicaciones,DBA Oracle
S460-CMSWEB01,app1.banreservas,Pagina Web Banco CMS Web 1,10.0.99.172,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CMSWEB02,app2.banreservas,Pagina Web Banco CMS Web 2,10.0.99.173,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CodCheques,S460-CodCheques.reservas.brrd.com,Proyecto Codificaci›n de cheques,172.22.47.80˜,GSSD - Aplicaciones,GSSD - Aplicaciones
s460coesvrprod,s460coesvrprod,"COE DB y APP (Luis Hernandez,Pedro Mejias)",172.22.43.85,GSSC,GSSC
s460-COEweb01,s460-coeweb03,Control Optimo Efectivo (COE),172.22.44.126,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-COEWEB02,s460-coeweb02,Control Optimo Efectivo (COE),172.22.47.127,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CognosApp1,S460-CognosApp1.reservas.brrd.com,Cognos App Server,172.22.44.29,GSSD - Aplicaciones,SIG
S460-CognosGTY1,S460-CognosGTY1,Cognos Gateway,10.0.97.21˜,GSSD - Aplicaciones,SIG
S460-CollectCIS,0,CSP Collector Appliance 2.9,172.22.0.75,GSSD - Aplicaciones,Telecomunicaciones
S460-ColmenaDB1,S460-COLMENADB1.reservas.brrd.com,Servidor de Base de Datos Colmena,172.22.43.33,GSSD - Aplicaciones,DBA SQL
S460-ColmenaDB2,S460-COLMENADB2.reservas.brrd.com,Servidor de Base de Datos Colmena,172.22.43.31,GSSD - Aplicaciones,DBA SQL
S460-CompassAp1,S460-CompassAP1.reservas.brrd.com,Compass Deteccion de Incendios - Seguridad Fisica,172.22.5.54,GSSD - Aplicaciones,Seguridad Fisica
S460-CompassDB1,S460-CompassDB1.reservas.brrd.com,Compass Deteccion de Incendios - Seguridad Fisica,172.22.5.46,GSSD - Aplicaciones,DBA SQL
S460-Compleo01,S460-Compleo01.reservas.brrd.com,Compleo - Reportes AS/400,172.22.43.170,GSSD - Aplicaciones,GSCB
S460-Contable,S460-Contable.reservas.brrd.com,Servidor receptor de archivo contable,172.22.47.252,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-Convenios1,S460-Convenios1,Webservice Convenios nodo 2,10.0.97.91,GSSD - Web,GSSD - Web
S460-Convenios2,S460-Convenios2,Webservices Convenios,10.0.97.92,GSSD - Web,GSSD - Web
S460-CoopAPP1,S460-CoopAPP1.reservas.brrd.com,0,172.22.52.107,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-COOPDB01,S460-COOPDB01.reservas.brrd.com,Cooperativa Base de Datos Nodo 1,172.22.44.159,GSSD - Aplicaciones,DBA SQL
S460-COOPDB02,S460-CoopDB02.reservas.brrd.com,Filial Cooperativa - Base de Datos SQL,172.22.44.37,GSSD - Aplicaciones,DBA SQL
s460-cpfwid01,s460-cpfwid01.reservas.brrd.com,Colector Identidades CheckPoint - Cibserseguridad,172.22.61.32,GSSD - Aplicaciones,Ciberseguridad
S460-CPMAPP,S460-CPMAPP.reservas.brrd.com,Servidor Aplicativo Proyecto CPM. Capital Humano.,172.22.47.86,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CPMDB,S460-CPMDB.reservas.brrd.com,Servidor de Base de Datos Proyecto CPM. Capital Humano.,172.22.47.87,GSSD - Aplicaciones,DBA SQL
S460-CPMSrv,S460-CPMSrv.reservas.brrd.com,Presupuesto ,172.22.43.208,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CRMAPP01,S460-CRMAPP01.reservas.brrd.com,CRM - Aplicaci?n Workflow nodo 1,172.22.47.31,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CRMAPP02,S460-CRMAPP02.reservas.brrd.com,CRM - Aplicaci?n Workflow nodo 2,172.22.47.32,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CRMAPP03,S460-CRMAPP03.reservas.brrd.com,CRM - Aplicaci?n Object Manager nodo 1,172.22.47.33,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CRMAPP04,S460-CRMAPP04.reservas.brrd.com,CRM - Aplicaci?n Object Manager nodo 2,172.22.47.34,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CRMAPP05,S460-CRMAPP05.reservas.brrd.com,CRM - Aplicaci?n Object Manager nodo 3,172.22.47.35,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CRMDash01,S460-CRMDash01.reservas.brrd.com,CRM - Dashboard Nodo 1,172.22.47.142,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CRMDash02,S460-CRMDash02.reservas.brrd.com,CRM - Dashboard Nodo 2,172.22.47.144,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CRMDFS1,S460-CRMDFS1.reservas.brrd.com,CRM DFS,172.22.44.60,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CRMDFS2,S460-CRMDFS2.reservas.brrd.com,CRM DFS,172.22.44.66,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CRMGTY01,S460-CRMGTY01.reservas.brrd.com,CRM - Gateway Server Nodo 1,172.22.47.95,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CRMGTY02,S460-CRMGTY02.reservas.brrd.com,CRM - Gateway Server Nodo 2,172.22.47.97,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CRMWEB01,S460-CRMWEB01.reservas.brrd.com,CRM - Web nodo 1,172.22.47.21,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CRMWEB02,S460-CRMWEB02.reservas.brrd.com,CRM - Web nodo 2,172.22.47.22,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CSIRTsrv,S460-CSIRTsrv,CSIRT Intercambio con Banco Central,10.0.97.146,GSSD - Aplicaciones,Ciberseguridad
S460-CtAccesDB1,s460-CtAccesDB1.reservas.brrd.com,Control de Accesos DB Server Nodo 1,172.22.43.81,GSSD - Aplicaciones,DBA SQL
S460-CtAccesDB2,S460-CtAccesDB2.reservas.brrd.com,Control de Accesos DB Server Nodo 2 - Sitio Alterno,172.22.43.112,GSSD - Aplicaciones,DBA SQL
S460-CtlAccesos,S460-CtlAccesos.reservas.brrd.com,Servidor control de Accesos (Seguridad Fisica),172.22.43.96,GSSD - Aplicaciones,Seguridad Fisica
S460-CTXDB1,S460-CTXDB1.reservas.brrd.com,Citrix XenApp XenDesktop,172.22.49.207,GSSD - Aplicaciones,DBA SQL
S460-CTXDB2,S460-CTXDB2.reservas.brrd.com,Citrix XenApp XenDesktop,172.22.49.208,GSSD - Aplicaciones,DBA SQL
S460-CTXDDC1,S460-CTXDDC1.reservas.brrd.com,Citrix XenApp XenDesktop,172.22.49.95,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CTXDDC2,S460-CTXDDC2.reservas.brrd.com,Citrix XenApp XenDesktop,172.22.49.96,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CTXDir01,S460-CTXDir01.reservas.brrd.com,Citrix XenApp XenDesktop,172.22.49.248,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CTXDir02,S460-CTXDir02.reservas.brrd.com,Citrix XenApp XenDesktop,172.22.49.247,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CTXLIC,S460-CTXLIC.reservas.brrd.com,Citrix XenApp XenDesktop,172.22.49.205,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CTXSF1,S460-CTXSF1.reservas.brrd.com,Citrix XenApp XenDesktop,172.22.49.99,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CTXSF2,S460-CTXSF2.reservas.brrd.com,Citrix XenApp XenDesktop,172.22.49.117,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CTXWEM1,S460-CTXWEM1.reservas.brrd.com,Citrix XenApp XenDesktop,172.22.49.97,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-CTXWEM2,S460-CTXWEM2.reservas.brrd.com,Citrix XenApp XenDesktop,172.22.49.98,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DACollect1,S460-DACollect1.reservas.brrd.com,assessment Seguridad El servidor es temporal hasta termine el assesment,172.22.43.75,GSSD - Aplicaciones,Ciberseguridad
S460-Data08IN,S460-Data08IN.reservas.brrd.com,Base de Datos SQL TLF Broker,172.22.43.32,GSSD - Aplicaciones,DBA SQL
S460-DataPower01,S460-DataPower01,GSSC - DataPower APP,10.0.97.171,GSSD - Aplicaciones,GSSC
S460-DataPower02,S460-DataPower02,GSSC - DataPower APP,10.0.97.172,GSSD - Aplicaciones,GSSC
S460-DatContDB1,s460-datcontdb1.reservas.brrd.com,Contraloria  - Servidor DTS que almacena Data,172.22.47.141˜,GSSD - Aplicaciones,DBA SQL
S460-DBORAFW01,0,Proyecto OTP Banca en L­nea - Seguridad,unknown,GSSD - Aplicaciones,Ciberseguridad
S460-DBORAFW02,0,Proyecto OTP Banca en L­nea - Seguridad,unknown,GSSD - Aplicaciones,Ciberseguridad
S460-DBREP01,s460-dbrep01,DBA Oracle - Puente hacia DBs replica,192.168.8.77,GSSD - Aplicaciones,DBA Oracle
S460-DBRepl2012,S460-DBRepl2012.reservas.brrd.com,Base de Datos Replicas SQL 2012,172.22.43.142,GSSD - Aplicaciones,DBA SQL
S460-DBSMAN1,s460-dbsman1,Snapt Manager NetApp,172.22.46.421,GSSD - Aplicaciones,DBA Oracle
S460-DBSMAN2,s460-dbsman2,Snapt Manager NetApp,172.22.46.422,GSSD - Aplicaciones,DBA Oracle
S460-DBSTGO,S460-DBSTGO.reservas.brrd.com,DB SQL,172.22.47.36,GSSD - Aplicaciones,DBA SQL
S460DC2,S460DC2.reservas.brrd.com,Controlador dominio PDC,192.168.0.133,GSSD - Aplicaciones,Ciberseguridad
s460dc5,s460dc5.reservas.brrd.com,QA - Controlador Dominio,192.168.0.1,GSSD - Aplicaciones,Ciberseguridad
S460DC6,S460DC6.reservas.brrd.com,Controlador de dominio reservas.brrd.com,172.22.44.145,GSSD - Aplicaciones,Ciberseguridad
S460DC7,S460DC7.reservas.brrd.com,Controlador de Dominio reservas.brrd.com,192.168.0.22,GSSD - Aplicaciones,Ciberseguridad
S460-DCCSDB01,S460-DCCSDB01.reservas.brrd.com,DCCS - Direccion Control y Calidad de Sistemas,172.22.44.187,GSSD - Aplicaciones,DBA SQL
S460-DCE,S460-DCE.reservas.brrd.com,Hardware - StruxureWare Data Center Expert Server,172.22.43.51,GSSD - Aplicaciones,GSAH
S460-DCO,S460-DCO,Hardware - Data Center Operations,172.22.43.53,GSSD - Aplicaciones,GSAH
S460-DE08DB,S460-DE08DB.reservas.brrd.com,Base de Datos DE08,172.22.43.203,GSSD - Aplicaciones,DBA SQL
S460-DevWK01,S460-DevWK01.reservas.brrd.com,Worker Citrix Desarrollo,172.22.49.153,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DFM,S460-DFM.reservas.brrd.com,NetApp Commnad,172.22.43.154,GSSD - Aplicaciones,GSAH
S460-DFS03,S460-DFS03.reservas.brrd.com,DFS para aplicaciones nodo 1,172.22.44.168,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DFS04,S460-DFS04.reservas.brrd.com,DFS,172.22.44.169,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DFSsa1,S460-DFSsa1.reservas.brrd.com,DFS carpetas departamentales,172.22.47.189,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DFSsa2,S460-DFSsa2.reservas.brrd.com,DFS carpetas departamentales,172.22.47.190,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DFSsa3,S460-DFSsa3.reservas.brrd.com,DFS carpetas departamentales,172.22.47.191,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DFSsa4,S460-DFSsa4.reservas.brrd.com,DFS carpetas departamentales,172.22.47.192,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DFSsa5,S460-DFSsa5.reservas.brrd.com,DFS carpetas departamentales,172.22.47.206,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DFSsp1,S460-DFSsp1.reservas.brrd.com,DFS carpetas departamentales,172.22.47.185,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DFSsp2,S460-DFSsp2.reservas.brrd.com,"File Server, departamentales",172.22.47.186,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DFSsp3,S460-DFSsp3.reservas.brrd.com,DFS carpetas departamentales,172.22.47.187,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DFSsp4,S460-DFSsp4.reservas.brrd.com,DFS carpetas departamentales,172.22.47.188,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DFSsp5,S460-DFSsp5.reservas.brrd.com,DFS carpetas departamentales,172.22.47.205,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DHCP-S1,S460-DHCP-S1.reservas.brrd.com,DHCP Oficinas,192.168.0.88,GSSD - Aplicaciones,Telecomunicaciones
S460-DHCP-S2,S460-DHCP-S2.reservas.brrd.com,DHCP Oficinas pasivo,192.168.0.89,GSSD - Aplicaciones,Telecomunicaciones
S460-DigiSigC1,S460-DigiSigC1.reservas.brrd.com,Digital Signage Content Server - Nodo 1,172.22.44.209,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DigiSigC2,S460-DigiSigC2.reservas.brrd.com,Digital Signage Content Server - Nodo 2,172.22.44.161,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DigiSigC3,S460-DigiSigC3.reservas.brrd.com,Digital Signage Content Server - Nodo 3,172.22.44.162,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DigiSigC4,S460-DigiSigC4.reservas.brrd.com,Digital Signage Content Server - Nodo 4,172.22.44.162,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DigiSigC5,S460-DigiSigC5.reservas.brrd.com,Digital Signage Content Server - Nodo 5,172.22.44.230,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DigiSigC6,S460-DigiSigC6.reservas.brrd.com,Digital Signage Content Server - Nodo 6,172.22.44.101,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DigiSigDB,S460-DigiSigDB.reservas.brrd.com,Digital Signage DB Server,172.22.44.136,GSSD - Aplicaciones,DBA SQL
S460-DigiSigWeb,S460-DigiSigWeb.reservas.brrd.com,Digital Signage Web Server,172.22.44.132,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-Digit03,S460-Digit03.reservas.brrd.com,File Server historico cheques digitalizados,172.22.43.62,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-DigSigCASE,S460-DigSigCASE.reservas.brrd.com,CASE - Pantallas Samsung,172.22.47.149˜,GSSD - Aplicaciones,CASE
S460-DlinkFS,s460-dlinkfs.reservas.brrd.com,File Server para Dlinks - pantallas sucursales,192.168.0.30˜,GSSD - Aplicaciones,Telecomunicaciones
S460-DLPDisc,S460-DLPDisc.reservas.brrd.com,Seguridad Infraestructura - McAfee DPL Discover,172.22.46.220,GSSD - Aplicaciones,Ciberseguridad
S460-DLPePrev1,S460-DLPePrev1,McAfee DLP Email Prevention,172.22.46.229,GSSD - Aplicaciones,Ciberseguridad
S460-DLPePrev2,S460-DLPePrev2,McAfee DLP Email Prevention,172.22.46.235,GSSD - Aplicaciones,Ciberseguridad
S460-DLPMonitor1,S460-DLPMonitor1,McAfee DLP Monitoreo,172.22.46.41,GSSD - Aplicaciones,Ciberseguridad
S460-DLPMonitor2,S460-DLPMonitor2,McAfee DLP Monitoreo,172.22.46.42,GSSD - Aplicaciones,Ciberseguridad
S460-DLPMonitor3,S460-DLPMonitor3,McAfee DLP Monitoreo,172.22.46.43,GSSD - Aplicaciones,Ciberseguridad
S460-DLPwPrev1,S460-DLPwPrev1,McAfee DLP WEB Prevention,172.22.46.237,GSSD - Aplicaciones,Ciberseguridad
S460-DLPwPrev2,S460-DLPwPrev2,McAfee DLP WEB Prevention,172.22.46.238,GSSD - Aplicaciones,Ciberseguridad
S460-DMSFTPAPP,S460-DMSFTPAPP.reservas.brrd.com,DMS FTP Server Fiserv,172.22.44.98,GSSD - Aplicaciones,Usuarios
S460-DNSExt1,S460-DNSExt1,DNS Externo Nodo 2,10.0.97.161,GSSD - Web,GSSD - Web
S460-DNSExt2,S460-DNSExt2,DNS Externo Nodo 2,10.0.97.162,GSSD - Web,GSSD - Web
S460-DSIGC01,s460-DSIGC01,Digital Signal,172.22.61.11,GSSD - Aplicaciones,Ciberseguridad
S460-DSSPECTC,S460-DSSPECTC.reservas.brrd.com,"Spectrum Control, utilitario para Almacenamiento IBM",172.22.44.102,GSSD - Aplicaciones,GSCB
S460-DWCloud,S460-DWCloud.reservas.brrd.com,Oracle - Golden Gate - Proyecto DW en la Nube,172.22.46.46,GSSD - Aplicaciones,DBA Oracle
S460-DYNADB01,S460-DYNADB01.reservas.brrd.com,SQL Proyecto Migraci›n Dynamic R3 Nodo 1,172.22.47.30,GSSD - Aplicaciones,DBA SQL
S460-DYNADB02,S460-DYNADB02.reservas.brrd.com,SQL Proyecto Migraci›n Dynamic R3 Nodo 2,172.22.47.37,GSSD - Aplicaciones,DBA SQL
S460-DynamAOS1,S460-DynamAOS1.reservas.brrd.com,Dynamics,172.22.47.171,GSSD - Web,GSSD - Web
S460-DynamAOS2,S460-DynamAOS2.reservas.brrd.com,Dynamics,172.22.47.176,GSSD - Web,GSSD - Web
S460-DynamAOS3,S460-DynamAOS3.reservas.brrd.com,Dynamics,172.22.47.177,GSSD - Web,GSSD - Web
S460-DynamAOS4,S460-DynamAOS4.reservas.brrd.com,Dynamics,172.22.47.178,GSSD - Web,GSSD - Web
S460-DynamSPS1,S460-DynamSPS1.reservas.brrd.com,Dynamics,172.22.47.179,GSSD - Web,GSSD - Web
S460-DynamSPS2,s460-dynamsps2.reservas.brrd.com,Dynamics,172.22.47.183,GSSD - Web,GSSD - Web
S460-DynaNFS1,S460-DynaNFS1,Dynatrace,10.0.97.168,GSSD - Aplicaciones,Monitoreo TI
S460-DYNAREPDB,S460-DYNAREPDB.reservas.brrd.com,Reportes de Dynamics AX 2012  R3,172.22.47.216,GSSD - Aplicaciones,DBA SQL
s460-dynat03,s460-dynat03,Dynatrace,10.0.97.149,GSSD - Aplicaciones,Monitoreo TI
S460-DynatGW01,S460-DynatGW01.extranet.brrd.com,Dynatrace,10.0.81.69,GSSD - Aplicaciones,Monitoreo TI
S460-DynatGW02,S460-DynatGW02.reservas.brrd.com,Dynatrace,172.22.43.245,GSSD - Aplicaciones,Monitoreo TI
S460-DynatGW03,s460-dynatgw03,Dynatrace,10.0.99.151,GSSD - Aplicaciones,Monitoreo TI
S460-DynatSrv01,s460-dynatsrv01,Dynatrace,10.0.97.200,GSSD - Aplicaciones,Monitoreo TI
S460-DynatSrv02,s460-dynatsrv02,Monitoreo - Dynatrace App,10.0.97.148,GSSD - Aplicaciones,Monitoreo TI
S460-ecamp01,S460-ecamp01,Ecampaing para envio estados de tarjetas - Procesamiento Electronico de Datos,10.0.97.87,GSSD - Web,GSSD - Web
S460-ecamp02,S460-ecamp02,Ecampaign para envio de campa?as Publicidad,10.0.97.88,GSSD - Web,GSSD - Web
S460-ecamp03,S460-ecamp03,Envio de Estados via correo nodo 3,10.0.97.89,GSSD - Web,GSSD - Web
S460-Ecamp04,S460-Ecamp04,Ecampaign Productos y Segmentos (Alexia Marcelle),10.0.97.241,GSSD - Web,GSSD - Web
s460-ecewebext,s460-ecewebext.extranet.brrd.com,Telecomunicaciones - Servidor Chat Externo Nueva Plataforma CC,10.0.99.135,GSSD - Web,GSSD - Web
S460-EFlowApp1,S460-EFlowAPP1.reservas.brrd.com,Eflow Aplicacion Turnos Oficinas,172.22.52.46,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-EFlowDB1,S460-EFlowDB1.reservas.brrd.com,Eflow Aplicacion Turnos Oficinas,172.22.52.47,GSSD - Aplicaciones,DBA SQL
S460-EFlowDB2,S460-EFlowDB2.reservas.brrd.com,Eflow Aplicacion Turnos Oficinas,172.22.52.48,GSSD - Aplicaciones,DBA SQL
S460-EFlowWEB1,S460-EFlowWEB1.reservas.brrd.com,Eflow Aplicacion Turnos Oficinas,172.22.52.51,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-EFlowWEB2,S460-EFlowWeb2.reservas.brrd.com,Eflow Aplicacion Turnos Oficinas,172.22.52.52,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-EIKONDB01,s460-eikondb01.reservas.brrd.com,Eikon Base de Datos Nodo 1,172.22.44.49,GSSD - Aplicaciones,DBA SQL
S460-EIKONDB02,s460-eikondb02.reservas.brrd.com,Eikon Base de Datos 2,172.22.44.116,GSSD - Aplicaciones,DBA SQL
S460-EKNAFPDB01,s460-eknafpdb01.reservas.brrd.com,Filial AFP - Eikon DB Server,172.22.44.96,GSSD - Aplicaciones,DBA SQL
S460-EKNAFPDB02,s460-eknafpdb02.reservas.brrd.com,Filial AFP - Eikon DB Server,172.22.44.83,GSSD - Aplicaciones,DBA SQL
S460-EmboDuApp1,S460-EmboDuApp1.reservas.brrd.com,Embosado Oficina Dual,172.22.54.101,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-EmboDuApp2,S460-EmboDuApp2.reservas.brrd.com,Embosado Oficina Dual,172.22.54.101,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-EmboDuDB1,S460-EmboDuDB1.reservas.brrd.com,Embosado Oficina Dual,172.22.54.103,GSSD - Aplicaciones,DBA SQL
S460-EmboDuDB2,S460-EmboDuDB2.reservas.brrd.com,Embosado Oficina Dual,172.22.54.104,GSSD - Aplicaciones,DBA SQL
S460-EmboDuKM,S460-EmboDuKM.reservas.brrd.com,Embosado Oficina Dual (Key Manager) KMS 6.5,172.22.54.32,GSSD - Aplicaciones,Ciberseguridad
S460-EncuesSup1,s460-encuessup1,Encuestas Suplidores,172.22.47.124,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-ENREPDB01,S460-ENREPDB01.reservas.brrd.com,TDR (Enreporting),172.22.52.21,GSSD - Aplicaciones,DBA SQL
S460-ENREPDB02,S460-ENREPDB02.reservas.brrd.com,TDR (Enreporting),172.22.52.22,GSSD - Aplicaciones,DBA SQL
S460-EnTDRsrv1,S460-EnTDRsrv1.reservas.brrd.com,TDR Reporting,172.22.43.114,GSSD - Web,GSSD - Web
S460-ENTWK01,S460-EntWK01.reservas.brrd.com,Citrix Entrenamiento - Woker Machine Creation,172.22.49.221,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-EntWK02,S460-EntWK02.reservas.brrd.com,Citrix Entrenamiento - Woker Machine Creation,172.22.49.222,GSSD - Aplicaciones,GSSD - Aplicaciones
S460-EPO,S460-EPO.reservas.brrd.com,McAfee Consola Antivirus,172.22.46.148,GSSD - Aplicaciones,Ciberseguridad
S460-EPOAH,S460-EPOAH,McAfee ePO Agent Handler,10.0.97.65,GSSD - Aplicaciones,Ciberseguridad
S460-EPOAHCANJE,s460-EpoAHCanje.canje.com,McAfee ePO Agent Handler para la red de Canje,172.22.119.110,GSSD - Aplicaciones,Ciberseguridad
S460-EPOATM,S460-EPOATM.atmbrrd.local,McAfee ePO para Cajeros Automaticos,10.1.9.35,GSSD - Aplicaciones,Ciberseguridad
